"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Y"
-1.34846921582876,6.78443582728505,3.81786294048652,-0.979269982176199,7.73357565049082,1.15066910322081,0.169439519887385,2.86618588492274,9.71116119762883,-1.33251602323138,138.868545470787
-0.972638558450896,1.39058935921639,6.84303783811629,0.124966049389639,2.30655003571883,2.49149119609877,1.28167844897364,9.46345782605931,7.5476481160149,1.42586481362261,139.845908234784
-0.446175345100216,1.36905494844541,6.19151021586731,-0.670426615533818,2.77334634680301,0.851919019393648,0.134223922628951,5.33921109279618,0.62916973605752,0.651758581056177,77.0416187560818
-1.29737967368143,4.65359617723152,8.02425498142838,0.61583104345394,7.23970945226029,-1.77551480305798,1.50591881685615,6.37723858701065,9.7680104128085,0.205037736058723,170.588197092933
-1.19624901699280,8.6528643919155,8.88793649850413,-1.68034653173626,5.24051531916484,0.638947477891733,-0.596886547207219,4.83954946277663,7.22982412436977,-0.867882212920703,151.998623000338
0.289124170582944,2.79049531323835,8.24007503222674,-1.06088478288246,5.66104446304962,-1.80517171689780,-0.173916754044933,5.41231530951336,3.67615987779573,-0.555763852769277,119.905204271150
-0.597707378177266,4.70547388773412,7.10719053866342,0.347705187363085,6.37160434853286,0.0529193877637633,-0.329089631145458,8.12656986061484,9.37029120745137,-0.394210235272189,168.138272659077
-0.423497642332328,8.04119201842695,1.29760876530781,-1.2110901247927,1.47721262648702,2.06080626834309,-1.63885874231882,7.56827312521636,9.45406858343631,1.77396141081652,125.541188435594
1.89979844328731,3.69470751145855,0.436619059182703,2.07249606483530,0.0758734019473195,-0.596055459809869,-1.25320196186626,4.61266282713041,5.19612206844613,0.443984530235269,64.1772844463787
-0.473432681419295,7.94598068576306,6.09435590682551,-1.71173136250309,8.10337342787534,1.22559018048329,-0.234640646503809,0.316809979267418,3.05098541313782,-0.229602517405382,100.320927110015
0.745339735092223,5.12312540784478,7.13434242643416,0.736016733096913,3.91776649747044,0.206434747605094,0.272058373179166,5.01274139154702,6.44144618650898,1.46523834952919,129.614472107658
1.47546702194087,6.93024992011487,1.71688254224136,0.266369499375798,3.37820303160697,-0.92722112843644,0.594320373484972,3.95959583111107,0.907641623634845,-2.56428673377373,60.5781420757923
1.26265604162162,5.48463168554008,0.39499347563833,0.0595754285041246,0.0668164133094251,0.464365018914067,0.330482296735113,0.299385443795472,5.18388000316918,1.54501615421288,46.4367103421745
0.196536781700661,0.0172533560544252,6.8206704640761,0.760212680581596,3.82492274045944,0.999738416394204,1.26228385355796,0.712335770949721,7.23012546543032,-0.445720241605208,98.4268399498896
0.536192618710915,9.3980878451839,8.89112124452367,-1.05286843353819,8.8746242900379,0.54313024787378,0.0314893741293154,2.37845267867669,8.37318205740303,-0.074722645989126,163.460293719747
-0.091596107389899,0.192194206174463,9.98552889330313,-1.22053990191719,3.80541826598346,0.0472964487268832,-0.433020402864413,2.43739397963509,9.0405152970925,0.0158449850471245,133.058704309051
