"","X"
"1",0.372425873543356
"2",0.30605783071983
"3",2.09187688248629
"4",0.683111690829595
"5",0.909512360109388
"6",3.14228001455332
"7",0.0152040975138764
"8",0.295236840244982
"9",0.982894387229113
"10",1.7039067159096
"11",0.82617781560097
"12",0.301100469504173
"13",1.13991532865046
"14",0.0353461274384666
"15",0.265819970034547
"16",0.829113203353148
"17",1.26931098708871
"18",0.0537404721636104
"19",0.00305248416967683
"20",3.60636508906793
"21",1.19418201481934
"22",0.0661778185594749
"23",2.05898524944899
"24",0.430678067939352
"25",1.45253058679856
"26",0.343659705669432
"27",0.87351181059154
"28",0.966957070591102
"29",0.867686702359878
"30",0.837501048219466
"31",0.0846876388789712
"32",0.869759596604103
"33",0.834798668500664
"34",0.874760524374772
"35",0.609035918639822
"36",0.249372642174676
"37",0.842257465131586
"38",0.423320914273495
"39",2.60781720230841
"40",1.79242502915635
"41",1.45691654615114
"42",0.639498605486843
"43",0.0294206271340678
"44",0.31283033637704
"45",4.10331574831011
"46",0.769666025819068
"47",1.5978471884087
"48",0.902384608852709
"49",1.00653493722812
"50",0.725085454338456
"51",0.0518480099427772
"52",0.239499505482741
"53",0.386599142413278
"54",0.114404354951569
"55",1.44789074302026
"56",0.582846297001416
"57",0.0951514359783162
"58",0.949413537908448
"59",2.40144182121692
"60",2.51345642523663
"61",0.251240841774285
"62",0.0379016849916655
"63",0.243309594981082
"64",2.34473363988976
"65",0.125047589813198
"66",0.152100357412724
"67",0.872809115992738
"68",0.427805869323718
"69",0.168228992256341
"70",0.0748752577269411
"71",1.41134086455739
"72",0.254156988590479
"73",1.89055475238858
"74",2.26592911686904
"75",0.488587385313316
"76",0.278278630316168
"77",1.76358866043831
"78",0.237443768600752
"79",0.506676006857511
"80",0.210493550888011
"81",3.22678979175436
"82",0.707701501132903
"83",1.9875396317619
"84",0.0143951836872946
"85",0.368655179641196
"86",0.452068037484641
"87",0.535984627895621
"88",0.470285878931532
"89",0.601022687092141
"90",0.488317052421572
"91",5.15653464083884
"92",0.497375178587187
"93",0.454724805855698
"94",1.24668213278771
"95",1.0273948527237
"96",1.17514363919153
"97",1.13365617447318
"98",0.771823289096404
"99",0.205843000450394
"100",0.74555212966344
"101",0.384344999863581
"102",0.253410409339569
"103",2.80244969239011
"104",0.589760078059567
"105",1.36195568104993
"106",0.453859386860835
"107",0.0778420886415231
"108",0.048350174813629
"109",0.642505523699385
"110",3.85849632406009
"111",1.14622888812594
"112",0.766826627694132
"113",1.69986686993734
"114",0.0308440717529158
"115",3.31273538738702
"116",0.0465419040477947
"117",2.74786189163574
"118",0.111802526238885
"119",0.633148781184877
"120",0.445981858415412
"121",0.812557361211405
"122",0.976710369978764
"123",0.0234336274062896
"124",1.19586017343311
"125",0.74526597181854
"126",3.46226619537899
"127",2.01338927228017
"128",0.377963957647522
"129",3.07385331571109
"130",0.744659467145652
"131",1.1417322710749
"132",0.421916254676067
"133",0.223961666789832
"134",0.226166371449635
"135",0.0077039668574826
"136",0.397424530432729
"137",2.51068927882393
"138",0.649706933174755
"139",1.23864461800407
"140",0.137971975579188
"141",0.447309944410246
"142",0.259909227578892
"143",1.36414708865035
"144",0.721203551156139
"145",0.387983754850351
"146",0.79748700726879
"147",0.943583356521249
"148",0.973190186697832
"149",0.379922946768029
"150",1.72979840358418
"151",0.672421962875021
"152",0.614169794790722
"153",2.59449371830302
"154",2.31957687359445
"155",1.98281680473798
"156",0.193593516586753
"157",0.142689061827774
"158",0.780035227078372
"159",2.09082691530584
"160",2.55803898760701
"161",0.0104862109947547
"162",0.787349894124502
"163",0.258595838986494
"164",0.928417255311269
"165",0.415876874333614
"166",0.601726757189432
"167",2.541826464683
"168",0.299562847339263
"169",0.749233323893597
"170",0.513360237834843
"171",2.96557538350865
"172",0.148286558706295
"173",0.331886589515965
"174",4.29562813614935
"175",0.38644920374404
"176",3.03918115080245
"177",1.86267844044009
"178",0.53285195824358
"179",0.775185661100972
"180",0.0757783117306816
"181",0.464919234414796
"182",0.218948946442132
"183",0.788606567402177
"184",0.162593889297726
"185",0.632986978076019
"186",0.331208329569933
"187",0.0761737535288046
"188",0.828814150334667
"189",0.555892719177308
"190",1.16021087952786
"191",2.20531911643254
"192",1.69065063782984
"193",0.506143727629156
"194",0.411620291487707
